,index,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA
202,4132,JOÃO VICTOR RAMOS HAUN,JOÃO HAUN,ITABUNA,PSDB,NÃO ELEITO,2,0.0,0.0
203,4133,WILLIAM SANTOS DE JESUS,WILLIAM JESUS,ITABUNA,PSDB,NÃO ELEITO,0,0.0,0.0
204,4134,DJALMA RODRIGUES DA CRUZ,DJALMA GAGO,ITABUNA,PSDB,NÃO ELEITO,0,0.0,0.0
205,4137,FLORISVALDO DOS SANTOS OLIVEIRA,FLORISVALDO DOS SANTOS,ITABUNA,PSDB,NÃO ELEITO,0,0.0,0.0
206,4138,LAÍS ALMEIDA DA CRUZ,LAÍS CRUZ,ITABUNA,PSDB,NÃO ELEITO,5,0.0,0.0
207,4139,LUCIMEIRE LOPES DE FREITAS,LUCY LOPES,ITABUNA,PSDB,NÃO ELEITO,4,0.0,0.0
208,4156,GABRIELY OLIVEIRA DE JESUS,BIA DO PUXIM,CANAVIEIRAS,PL,NÃO ELEITO,1,0.0,276.56
209,4158,EDGAR GONÇALVES MAGNAVITA,EDGAR MAGNAVITA,CANAVIEIRAS,PL,NÃO ELEITO,7,0.0,276.56
210,4165,SANDRA SOUZA DOS SANTOS,SANDRÃO,CANAVIEIRAS,PL,NÃO ELEITO,6,0.0,276.56
211,4169,ANALITA NASCIMENTO SANTOS,ANALITA,CANAVIEIRAS,PSB,NÃO ELEITO,0,0.0,302.03
212,4173,SANDRA COSTA VASCONCELOS,SANDRA,CANAVIEIRAS,PSB,NÃO ELEITO,3,0.0,302.03
213,4188,ONIAS NASCIMENTO COSTA,ONIAS,CANAVIEIRAS,PV,NÃO ELEITO,6,0.0,363.9
214,4193,ADRIANA DOS SANTOS CRUZ,ADRIANA DO POVÃO,CANAVIEIRAS,SOLIDARIEDADE,NÃO ELEITO,6,0.0,276.56
215,4202,IRACY LOPES DE CAMPOS,IRACY CURVA DO LEÃO,CANAVIEIRAS,SOLIDARIEDADE,NÃO ELEITO,7,0.0,276.56
216,4203,MARILEIDE DE JESUS BISPO,LEIDINHA,UNA,PSOL,NÃO ELEITO,3,0.0,488.65999999999997
217,4204,ROBERTO CARLOS BRITO,ROBERTO CARLOS,UNA,PSOL,NÃO ELEITO,6,0.0,637.1800000000001
218,4207,NEIDE SANTANA CHAVES,NEIDE,UNA,PSOL,NÃO ELEITO,4,0.0,488.65999999999997
219,4208,WASHINGTON JOSÉ MORAES,WHASHINGTON,UNA,PSOL,NÃO ELEITO,6,0.0,375.26
220,4209,NILSON SILVA OLIVEIRA,IRMÃO NILSON,UNA,PSOL,NÃO ELEITO,4,0.0,375.26
221,4210,EDSON ALMEIDA DA SILVA,MALAQUIAS,UNA,PSOL,NÃO ELEITO,5,0.0,375.26
222,4248,KATIA DE SANTANA SANTOS,KATIA SANTANA,FEIRA DE SANTANA,PV,SUPLENTE,4,0.0,0.0
223,4299,ADENOR PATROCINIO DOS SANTOS,ZÉ DA FARINHA,SANTA INÊS,REPUBLICANOS,NÃO ELEITO,6,0.0,1428.0
224,4301,MARINES SOUZA FERREIRA,MARINES CIDADÃ,SANTA INÊS,REPUBLICANOS,NÃO ELEITO,4,0.0,428.0
225,4302,SIMONE INES BRITO,SIMONE BRITO,SANTA INÊS,REPUBLICANOS,NÃO ELEITO,2,0.0,540.0
226,4305,ROSA CRISTINA SILVA DE ANDRADE,ROSA DE CAL DE CALANGO,SANTA INÊS,REPUBLICANOS,NÃO ELEITO,3,0.0,540.0
227,4306,FABRICIO SANTOS DA SILVA,FABRÍCIO DA PROF RUTE,SANTA INÊS,REPUBLICANOS,NÃO ELEITO,0,0.0,540.0
228,4311,ADRIANA SANTOS DE OLIVEIRA,ADRIANA,FEIRA DE SANTANA,CIDADANIA,SUPLENTE,2,0.0,500.0
229,4313,ELISANGELA DO NASCIMENTO SANTOS,ELISANGELA,FEIRA DE SANTANA,CIDADANIA,SUPLENTE,1,0.0,500.0
230,4325,JESSICA PIRES DOS SANTOS SANTANA,JESSICA,FEIRA DE SANTANA,CIDADANIA,SUPLENTE,2,0.0,0.0
231,4328,MARLUCIA DA SILVA SANTANA,MARLUCIA,FEIRA DE SANTANA,CIDADANIA,SUPLENTE,2,0.0,500.0
232,4329,ANTONIETA DOS SANTOS OLIVEIRA,ANTONIETA,FEIRA DE SANTANA,CIDADANIA,SUPLENTE,0,0.0,0.0
233,4333,ANA MARIA DA SILVA PEREIRA,ANA MARIA PEREIRA,FEIRA DE SANTANA,CIDADANIA,SUPLENTE,1,0.0,0.0
234,4334,ZORAIDE LIMA DE OLIVEIRA,ZORAIDE,FEIRA DE SANTANA,CIDADANIA,SUPLENTE,1,0.0,0.0
235,4360,ELIENE VIDAL DOS SANTOS,ELIENE DO POVO,VALENÇA,DC,NÃO ELEITO,0,0.0,0.0
236,4363,ELIAS SANTANA BOMFIM,ELIAS ELETRICISTA,VALENÇA,DC,NÃO ELEITO,0,0.0,0.0
237,4365,LUCINETE FERREIRA AGUIAR,DUTY DO OVO ,VALENÇA,DC,NÃO ELEITO,3,0.0,0.0
238,4368,LINSMAR HEDER PEREIRA JESUS,LINSMAR DO HORTFRUT,VALENÇA,DC,NÃO ELEITO,4,0.0,0.0
239,4369,JUMARIO DA CONCEIÇÃO SANTOS,ZENGA DO GRAFITE,VALENÇA,DC,NÃO ELEITO,0,0.0,0.0
240,4371,PAULO VINICIUS DE JESUS SANTOS,PAULO MARINHEIRO,VALENÇA,DC,NÃO ELEITO,0,0.0,0.0
241,4374,VAGNER DA SILVA CONCEICAO,VAGNER DO POVO,VALENÇA,DC,NÃO ELEITO,0,0.0,0.0
242,4375,SUMAIA ANDRADE MARON,SUMAIA MARRON,VALENÇA,DC,NÃO ELEITO,4,0.0,0.0
243,4377,IVANETE SOUSA DOS SANTOS,IVANETE DO POVO,VALENÇA,DC,NÃO ELEITO,0,0.0,0.0
244,4379,VALTER RIBEIRO DA SILVA,VALTER DO SINDICATO,VALENÇA,DC,NÃO ELEITO,7,0.0,0.0
245,4384,MÁRCIO MOREIRA SANTOS,MÁRCIO DO CAMARÃO,VALENÇA,DEM,SUPLENTE,0,0.0,0.0
246,4386,JOANES CONCEIÇÃO SOUZA,JÓ,VALENÇA,DEM,SUPLENTE,4,0.0,0.0
247,4392,ANALINE DOS SANTOS HUNGRIA,ALINE,VALENÇA,DEM,SUPLENTE,1,0.0,0.0
248,4444,TARCÍZIO ALMEIDA DE JESUS LIMA,TARCIZIO LIMA,VALENÇA,PSB,SUPLENTE,6,0.0,0.0
249,4452,REGINALDO EVANGELISTA REIS DAS NEVES,REGINALDO DA INTERNET,VALENÇA,PV,NÃO ELEITO,2,0.0,614.5
250,4464,NADILTON DE SOUZA CARDOSO,NAL DA CESTA,VALENÇA,PV,NÃO ELEITO,0,0.0,614.5
251,4474,LÚCIO FERREIRA RODRIGUEZ,PROF LUCIO,CAIRU,PC do B,NÃO ELEITO,4,0.0,300.0
252,4498,MARIA LEDA DE JESUS AMORA,MARIA LEDA,CAIRU,PSD,SUPLENTE,4,0.0,0.0
253,4502,ERUNDO TEIJEIRA RODRIGUEZ FILHO,ERUNDO DO GALEÃO,CAIRU,PSD,SUPLENTE,3,0.0,0.0
254,4504,JOSÉ CARLOS PEREIRA DA SILVA,SARGENTO PEREIRA,PEDRO ALEXANDRE,PSD,SUPLENTE,7,0.0,0.0
255,4509,JOÃO SANTOS DE CARVALHO,JOÃO DA ABELHA,PEDRO ALEXANDRE,PSD,SUPLENTE,1,0.0,0.0
256,4516,MARILETE DOS SANTOS,LELETE DE MICINHO,PEDRO ALEXANDRE,PSD,SUPLENTE,6,0.0,2500.0
257,4525,HEXLEIA CONCEIÇÃO DE SOUZA,HEXLEIA,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,7,0.0,300.0
258,4527,VICENTE SOUZA DE JESUS,DOXE CARRETEIRO,AMÉLIA RODRIGUES,PODE,NÃO ELEITO,7,0.0,300.0
259,4576,MARCLEBIA MACHADO DE QUEIROZ,MARCLEBIA,CAPELA DO ALTO ALEGRE,REDE,SUPLENTE,1,0.0,0.0
260,4578,MIRAILDES DE SOUZA OLIVEIRA,MIRAILDES,CAPELA DO ALTO ALEGRE,REDE,SUPLENTE,1,0.0,0.0
261,4580,MARIVALDA OLIVEIRA CRUZ,MARIVALDA DE LICINHO,CAPELA DO ALTO ALEGRE,REDE,SUPLENTE,2,0.0,0.0
262,4585,EDNAIA DA PAZ PEIXOTO,NEIA DA PAZ,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,6,0.0,0.0
263,4590,MICHELE BRAGA SCHIRAMM OLIVEIRA,MICHELE OLIVEIRA,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,0,0.0,0.0
264,4593,RENILDA BORGES MACHADO,NIL DO AREAL,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,6,0.0,0.0
265,4597,JOSIMAR CALDAS COSTA CUNHA,PROFESSORA JOSY CALDAS,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,6,0.0,0.0
266,4623,VILMA FRANÇA,PROFESSORA VILMA,CRUZ DAS ALMAS,PSDB,NÃO ELEITO,6,0.0,0.0
267,4634,MARIA EUNICE RIBEIRO DOS SANTOS,NICE RIBEIRO,MEDEIROS NETO,PSL,NÃO ELEITO,7,0.0,0.0
268,4635,MARIA FRANCISCA DA LUZ RIBEIRO,FRANCY,MEDEIROS NETO,PSL,NÃO ELEITO,6,0.0,0.0
269,4650,MICHELE TITO DE ANDRADE,MICHELE,CANSANÇÃO,PL,SUPLENTE,5,0.0,0.0
270,4651,HERMANDO CARDOSO,HERNANDES DA BELA VISTA,CANSANÇÃO,PL,SUPLENTE,0,0.0,0.0
271,4669,LUCIMEIRE DOS SANTOS DIAS,LUCIMEIRE DIAS,URUÇUCA,PSB,NÃO ELEITO,5,0.0,0.0
272,4672,ALESSANDRA SANTOS RIBEIRO,ALESSANDRA RIBEIRO,URUÇUCA,PSB,NÃO ELEITO,1,0.0,0.0
273,4681,SILVANICE DE JESUS TAVARES DA SILVA,SILVANICE,ARAMARI,PC do B,SUPLENTE,2,0.0,161.01
274,4700,MARIA RENILDA SENA DOS SANTOS,RENE DE ISTÉLIO,PRESIDENTE TANCREDO NEVES,PSL,NÃO ELEITO,7,0.0,0.0
275,4742,AGENILDO DA SILVA,JÓ DO CARA NOVA,TEOLÂNDIA,PODE,NÃO ELEITO,0,0.0,151.5
276,4746,ROBERTO VALÉRIO BISPO JÚNIOR,ROBERTO DO PÃO,TEOLÂNDIA,PODE,NÃO ELEITO,6,0.0,151.5
277,4823,DAIARA DE JESUS SANTOS,DAIARA,TEOLÂNDIA,PSB,SUPLENTE,4,0.0,151.5
278,4885,GEIZA DE ALMEIDA LIMA,GEIZA DAS CASINHAS,SAPEAÇU,REPUBLICANOS,SUPLENTE,7,0.0,0.0
279,4902,IVONETE COELHO GESTEIRA,IVONE,SAPEAÇU,PP,SUPLENTE,7,0.0,0.0
280,4909,MIDIAN REIS DA HORA,MIDIAN,SAPEAÇU,PP,SUPLENTE,3,0.0,0.0
281,5040,GILMARA SANTOS DE JESUS,JUJUBA,CANDEIAS,PODE,SUPLENTE,5,0.0,266.5
282,5047,ROSELI PEREIRA DO AMARAL,ROSELI DO PADRE PIAZZA,MURITIBA,PSB,SUPLENTE,6,0.0,0.0
283,5051,ROGERIO ADOLFO DA COSTA,ROGÉRIO COSTA,MURITIBA,PSB,SUPLENTE,4,0.0,0.0
284,5054,DANIELE DE JESUS CONCEIÇÃO,DANY DA RIFA,MURITIBA,PSB,SUPLENTE,6,0.0,0.0
285,5076,CAIO FELIPE CORREIA MELO,CAIO DE PAPÁ,CANDEIAS,PSC,NÃO ELEITO,1,0.0,0.0
286,5078,JURACY PEREIRA JURITY,JURACY DA PINDOBA,CANDEIAS,PSC,NÃO ELEITO,3,0.0,1109.0
287,5082,JOCILENE SANTOS PEREIRA,LENE SANTOS,CANDEIAS,PSC,NÃO ELEITO,5,0.0,1059.0
288,5157,APARECIDA DOS SANTOS,APARECIDA CARDEAL,PAULO AFONSO,PSOL,NÃO ELEITO,0,0.0,835.0
289,5158,CLAUDIO JACSON DE ALMEIDA VERÇOSA,JACSON VERÇOSA,PAULO AFONSO,PSOL,NÃO ELEITO,1,0.0,180.0
290,5159,KILVIA MARIA DO NASCIMENTO SILVA SOUZA,KILVIA MARIA,PAULO AFONSO,PSOL,NÃO ELEITO,1,0.0,835.0
291,5220,ANA PAULA SOUZA OLIVEIRA,PAULA,LAJE,PL,SUPLENTE,7,0.0,0.0
292,5229,ANGELA MARIA DE SOUZA,ÂNGELA CABELEIREIRA,LAURO DE FREITAS,REPUBLICANOS,SUPLENTE,6,0.0,210.0
293,5306,JOSIENE SANTIAGO SANTANA,JO,SAUBARA,REPUBLICANOS,NÃO ELEITO,6,0.0,0.0
294,5312,RITA DE CASSIA DA SILVA,RITA,SAUBARA,REPUBLICANOS,NÃO ELEITO,4,0.0,0.0
295,5317,UBIRAJARA SANTOS MENDES,BIRA MONTE CRISTO,SAUBARA,REPUBLICANOS,NÃO ELEITO,4,0.0,0.0
296,5369,SIVALDO NERY DE JESUS,SIVALDO,SAUBARA,PSD,SUPLENTE,6,0.0,0.0
297,5372,KELLY SOUZA AMARAL,KELLY,SAUBARA,PSD,SUPLENTE,1,0.0,0.0
298,5375,FLORICEA NORONHA GOMES ALVES,FLOR DA RIFA,SAUBARA,PSD,SUPLENTE,4,0.0,0.0
299,5413,ALAN VINICIUS SOUZA DE SANTANA,ALAN SANTANA,LAURO DE FREITAS,PSD,SUPLENTE,3,0.0,4252.5
300,5432,VERA LORENA DE FREITAS PEREIRA,VERA LORENA,LAURO DE FREITAS,PSD,SUPLENTE,5,0.0,1752.0
301,5497,RAIMUNDO DOS SANTOS BEZERRA,BEZERRA,LAURO DE FREITAS,AVANTE,SUPLENTE,7,0.0,2000.0
302,5499,RIVANE CONCEIÇÃO DA SILVA,RIVANE CONCEIÇÃO,LAURO DE FREITAS,AVANTE,SUPLENTE,2,0.0,350.0
303,5501,ANA ROBERTA EÇA DA FONTE,ROBERTA FONTE,LAURO DE FREITAS,AVANTE,SUPLENTE,5,0.0,147.0
304,5504,FABIANA EÇA DE SÁ,FABIANA DE SÁ,LAURO DE FREITAS,AVANTE,SUPLENTE,5,0.0,350.0
305,5516,ELOINA BRITO DE SOUZA,LOY,LAURO DE FREITAS,AVANTE,SUPLENTE,4,0.0,287.0
306,5522,ANTONIO GOMES DE FREITAS,JAMANTA,LAURO DE FREITAS,AVANTE,SUPLENTE,0,0.0,0.0
307,5525,TATIANA OLIVEIRA SANTOS,TATIANA,IBICARAÍ,PSL,NÃO ELEITO,0,0.0,0.0
308,5526,VALDINEIA VANESSA SERGIO RIBEIRO,VALDINEIA,IBICARAÍ,PSL,NÃO ELEITO,0,0.0,0.0
309,5528,PAULO SERGIO DE OLIVEIRA SALES,SERGIO DA ATUAL,IBICARAÍ,PSL,NÃO ELEITO,0,0.0,200.0
310,5531,ELIAS DIAS DE OLIVEIRA,ELIAS DO CORINA,IBICARAÍ,PSL,NÃO ELEITO,5,0.0,200.0
311,5534,GEOVANA FRANCO DE SOUSA,GEOVANA,IBICARAÍ,PSL,NÃO ELEITO,1,0.0,0.0
312,5594,CLAUDINEI FONSECA CARDOSO,FONSECA,VITÓRIA DA CONQUISTA,PODE,SUPLENTE,0,0.0,0.0
313,5708,ANTENAGUARAS SILVA ARRUDA,ARRUDA,RIACHÃO DAS NEVES,PSB,SUPLENTE,0,0.0,0.0
314,5726,PATRICIA MARQUES DE ABREU,PATRICIA,RIACHÃO DAS NEVES,PP,SUPLENTE,1,0.0,500.0
315,5786,ROQUE RECIEL DE NOVAIS MENDES,ROQUE MENDES,BARREIRAS,PATRIOTA,NÃO ELEITO,2,0.0,1208.0
316,5810,ANTONIO DA SILVA SOBRAL,TOINHO DE MAINHA,CANDEIAS,REPUBLICANOS,SUPLENTE,5,0.0,1067.5
317,5886,JOSE LUCIO DE OLIVEIRA CAVALCANTE,LUCIO CAVALCANTE,ARAMARI,PROS,NÃO ELEITO,4,0.0,161.01
318,5887,AMANDA GRASIELLE DA SILVA MANÇUR,AMANDA,ARAMARI,PROS,NÃO ELEITO,0,0.0,161.01
319,5888,ELTON LUCIAN BOMFIM QUEIROZ,TIQUINHO,ARAMARI,PROS,NÃO ELEITO,0,0.0,161.01
320,5890,JOILTON SANTOS SANTANA,JOILTON DE RITINHA,ARAMARI,PROS,NÃO ELEITO,4,0.0,161.01
321,5892,VILEZIO BISPO DOS SANTOS,NENÉM DE NUCA,ARAMARI,PROS,NÃO ELEITO,6,0.0,161.01
322,5894,AMARILDO ALVES DO ROSARIO,AMARILDO DA GELADEIRA,ARAMARI,PROS,NÃO ELEITO,0,0.0,161.01
323,5895,RAQUEL BATISTA DE SANTANA,RAQUEL DO COQUEIRO,ARAMARI,PROS,NÃO ELEITO,0,0.0,161.01
324,5896,MARIA HELENA ALMEIDA LUZ,MARIA HELENA DO ALEGRETE,ARAMARI,PROS,NÃO ELEITO,0,0.0,161.01
325,5909,DAVINO BISPO DE CERQUEIRA,DAVI,ARAMARI,PSD,SUPLENTE,1,0.0,0.0
326,5923,ANA MATHILDE MARES GUIMARÃES E EULÁLIO LEAL,ANA MATHILDE,SANTA CRUZ CABRÁLIA,SOLIDARIEDADE,NÃO ELEITO,6,0.0,410.9
327,5924,EDUARDO GUERRA SILVA,EDUARDO,SANTA CRUZ CABRÁLIA,SOLIDARIEDADE,NÃO ELEITO,6,0.0,410.9
328,5927,JOILSON SOUZA TRINDADE,JOILSON JD PÃO DA VIDA,SANTA CRUZ CABRÁLIA,SOLIDARIEDADE,NÃO ELEITO,6,0.0,410.9
329,5931,CLEIDE GIL SOUZA,CLEIDE GIL,SANTA CRUZ CABRÁLIA,SOLIDARIEDADE,NÃO ELEITO,1,0.0,400.9
330,5932,DANIEL EVANGELISTA SENA,DANIEL,SANTA CRUZ CABRÁLIA,SOLIDARIEDADE,NÃO ELEITO,1,0.0,410.9
331,5935,MARMORY RODRIGUES RIBEIRO,MARMORY,SANTA CRUZ CABRÁLIA,SOLIDARIEDADE,NÃO ELEITO,3,0.0,400.9
332,5966,MARCLEY ARAUJO SOUZA,MARCLEY PATAXÓ,SANTA CRUZ CABRÁLIA,PC do B,NÃO ELEITO,0,0.0,0.0
333,5968,BENEDITO GONÇALVES SANTANA,ARAPATI PATAXÓ,SANTA CRUZ CABRÁLIA,PC do B,NÃO ELEITO,0,0.0,0.0
334,5970,WELDON RAMOS DE JESUS,ABAITÉ,SANTA CRUZ CABRÁLIA,PC do B,NÃO ELEITO,5,0.0,1200.9
335,5971,EDIVANE SILVA SANTOS,DICA PATAXÓ,SANTA CRUZ CABRÁLIA,PC do B,NÃO ELEITO,5,0.0,400.9
336,6000,ADRIANA PEREIRA DA SILVA,ADRIANA,MUQUÉM DO SÃO FRANCISCO,PSB,SUPLENTE,0,0.0,2000.0
337,6002,IRANETE DO NASCIMENTO OLIVEIRA,NETINHA,MUQUÉM DO SÃO FRANCISCO,PSB,SUPLENTE,0,0.0,2000.0
338,6007,CRISTIANE GOMES DE SANTANA,CRISTIANE,MUQUÉM DO SÃO FRANCISCO,PSB,SUPLENTE,0,0.0,2000.0
339,6023,JEFFERSON DE OLIVEIRA SOUZA,GEL RIO DO SUL,SANTA CRUZ CABRÁLIA,PSD,SUPLENTE,4,0.0,400.9
340,6047,JOCELIA DE JESUS VIEIRA,JO,SANTA CRUZ CABRÁLIA,PSC,SUPLENTE,6,0.0,410.9
341,6068,MARIA DAS GRAÇAS CARDOSO DANTAS,SUI,TERRA NOVA,REPUBLICANOS,SUPLENTE,7,0.0,0.0
342,6104,TATIANE BISPO DA SILVA,TATI DE DETINHA,FLORESTA AZUL,PODE,SUPLENTE,3,0.0,330.0
343,6111,MAELSON GOMES SILVA,MAELSON FILHO DE TUTU,SAÚDE,REPUBLICANOS,NÃO ELEITO,3,0.0,0.0
344,6115,HERONILDES ALVES DA SILVA FILHO,HERON COZINHEIRO,SAÚDE,REPUBLICANOS,NÃO ELEITO,7,0.0,0.0
345,6118,JORGE VIEIRA XAVIER,JORGE XAVIER,ILHÉUS,PC do B,SUPLENTE,2,0.0,291.0
346,6120,ANDERSON HENRIQUE ROCHA,ANDERSON DA URBIS,ILHÉUS,PC do B,SUPLENTE,2,0.0,568.18
347,6137,ELIANA EVANGELISTA DA SILVA,ELIANA SILVA,REMANSO,PSB,NÃO ELEITO,3,0.0,0.0
348,6145,IRENO MOREIRA DA SILVA,IRENO,SAÚDE,PSD,SUPLENTE,1,0.0,0.0
349,6151,JOICE SOUSA SILVA,JOICE SILVA,TUCANO,PSL,NÃO ELEITO,0,0.0,0.0
350,6152,CLAUDIO MIRANDA DA SILVA,CLAUDINHO O POLÊMICO,TUCANO,PSL,NÃO ELEITO,0,0.0,0.0
351,6157,AMANDA FERREIRA DE SOUZA LISBOA,AMANDA LISBOA,TUCANO,PSL,NÃO ELEITO,0,0.0,0.0
352,6158,VALDINEIA XAVIER FAGUNDES,VALDINEIA XAVIER,TUCANO,PSL,NÃO ELEITO,0,0.0,0.0
353,6159,SANDRO ALEX DA PAIXÃO SANTOS,SANDRO PAIXÃO,TUCANO,PSL,NÃO ELEITO,5,0.0,0.0
354,6202,JOSÉ FERREIRA IRINEU NETO,ZÉ DO POVO,LUÍS EDUARDO MAGALHÃES,PT,NÃO ELEITO,3,0.0,559.95
355,6204,ADAILTON SILVA CARDOSO,ADAILTON DO POVÃO,LUÍS EDUARDO MAGALHÃES,PT,NÃO ELEITO,1,0.0,389.95
356,6342,ANTONIO CESAR VILANOVA COSTA,CESAR DE CACHOEIRA,JANDAÍRA,CIDADANIA,SUPLENTE,0,0.0,0.0
357,6347,JOSE NILDO VIANA SANTOS,TUREKA,JANDAÍRA,CIDADANIA,SUPLENTE,3,0.0,0.0
358,6348,GILDECI CARDOSO DA SILVA LOPES,GILDECI,JANDAÍRA,CIDADANIA,SUPLENTE,1,0.0,0.0
359,6351,CLECIA ALVES DA SILVA,CLECIA ALVES,JANDAÍRA,CIDADANIA,SUPLENTE,1,0.0,0.0
360,6354,AYALA AMINE FARIAS RALIN,AYALA RALIN,JANDAÍRA,CIDADANIA,SUPLENTE,4,0.0,0.0
361,6364,ANDRE LUIS MENDES DE SILVA,ANDRÉ MARAIAL,CARDEAL DA SILVA,PT,SUPLENTE,1,0.0,0.0
362,6367,GEISA CARDOSO BORGES DE SANTANA,GEISA,CARDEAL DA SILVA,PT,SUPLENTE,7,0.0,0.0
363,6374,ORTÊNCIA MOREIRA DE MATOS,ORTÊNCIA MATOS,CAMACÃ,PODE,SUPLENTE,5,0.0,133.32999999999998
364,6383,MARGARETE MARTINS SANTOS,MARGARETE,CAMACÃ,PODE,SUPLENTE,7,0.0,133.32999999999998
365,6404,MELQUIADES DE JESUS FERNANDES,PAULO FOTOGRAFO,CAMAÇARI,PDT,SUPLENTE,6,0.0,0.0
366,6434,CLAUDIA DE AZEVEDO LIMA,CLAUDIA DO MACIO,CALDEIRÃO GRANDE,PSD,SUPLENTE,0,0.0,0.0
367,6446,ERIEDALVA DE JESUS SILVA,DALVA DO PASTEL,CAMAÇARI,PP,SUPLENTE,2,0.0,470.0
368,6460,MÁRCIA VALVERDE SOUSA,MÁRCIA,CAMAÇARI,PP,SUPLENTE,1,0.0,470.0
369,6481,CÍCERO FEITOZA DA SILVA,CÍCERO DOS CONDOMÍNIOS,CAMAÇARI,MDB,NÃO ELEITO,7,0.0,0.0
370,6485,DOMINGOS LEITE DE LIMA,LEITE,CAMAÇARI,MDB,NÃO ELEITO,1,0.0,1040.0
371,6555,ANDREA DO ESPIRITO SANTO RIOS,ANDREA RIOS,CACHOEIRA,SOLIDARIEDADE,NÃO ELEITO,0,0.0,0.0
372,6624,VALDETE AZEVEDO ROCHA,VAL ROCHA,CAMAÇARI,PMN,NÃO ELEITO,4,0.0,0.0
373,6625,EVERTON DA ROCHA DIAS,EVERTON ROCHADI,CAMAÇARI,PMN,NÃO ELEITO,4,0.0,0.0
374,6632,ANA PAULA BATISTA PINHO,PAULA DO GRAVATÁ,CAMAÇARI,PMN,NÃO ELEITO,1,0.0,0.0
375,6655,JONAS SANTOS LOPES,JONAS BRATIL,CAMAÇARI,PV,NÃO ELEITO,3,0.0,100.0
376,6659,ALENI PEREIRA DA SILVA,ALENI,CAMAÇARI,PV,NÃO ELEITO,6,0.0,840.0
377,6665,ANDERSON LEAO DE LIMA,ANDINHO DO MACHADINHO,CAMAÇARI,PV,NÃO ELEITO,0,0.0,0.0
378,6687,CARLA PATRICIA PINHEIRO,PATRICINHA,JUAZEIRO,PATRIOTA,SUPLENTE,1,0.0,0.0
379,6702,JULIA BARBOSA DOS SANTOS,IRMÃ JULIA,JUAZEIRO,PATRIOTA,SUPLENTE,0,0.0,0.0
380,6760,RENATO BORGES DA SILVA,RENATO BORGES,JUAZEIRO,PC do B,SUPLENTE,1,0.0,60.0
381,6764,JOSIMAR MOREIRA DE SOUSA,JOSIMAR SOUSA,INHAMBUPE,PC do B,NÃO ELEITO,1,0.0,0.0
382,6782,DINALVA RAMOS PASSOS,DINALVA,BARRA DO MENDES,PT,NÃO ELEITO,4,0.0,0.0
383,6814,JOSÉ ROBERTO SANTANA SANTOS,BETO ABELHÃO,ITABUNA,SOLIDARIEDADE,SUPLENTE,7,0.0,0.0
384,6816,ANGELA VIEIRA MENESES SANTOS,ANGELA DO SÃO  PEDRO,ITABUNA,SOLIDARIEDADE,SUPLENTE,6,0.0,0.0
385,6908,HELENA CRISTINA SANTOS SANTANA,HELENA SANTANA,SALVADOR,PDT,SUPLENTE,2,0.0,0.0
386,6937,ADEMIR BARRETO DA PURIFICAÇÃO,MIKA ADEMIR,SALVADOR,MDB,SUPLENTE,2,0.0,2033.1999999999998
387,6957,JOCEVAL ELIAS TIBURCIO,BAU,SALVADOR,MDB,SUPLENTE,2,0.0,0.0
388,6986,GILSSÁRIA DE JESUS SANTOS,SARA PROFESSORA,RIO REAL,PDT,NÃO ELEITO,4,0.0,0.0
389,7008,AUDENICE LIMA SANTOS,DENE,ARATUÍPE,PT,SUPLENTE,4,0.0,590.0
390,7010,RAILDA ALVES DOS SANTOS,RAILDA ALVES,ARATUÍPE,PT,SUPLENTE,3,0.0,590.0
391,7034,CAROLINE SILVA VITORINO,CAROL VITORINO,RIO REAL,PSDB,NÃO ELEITO,4,0.0,0.0
392,7036,CARLOS JOSÉ PEREIRA DOS SANTOS,CARLOS PEREIRA,RIO REAL,PSDB,NÃO ELEITO,7,0.0,0.0
393,7039,FABIANA MARQUES DOS SANTOS,FABIANA DA MASSARANDUBA,RIO REAL,PSDB,NÃO ELEITO,6,0.0,0.0
394,7083,VILMA CONCEIÇÃO SANTOS,VILMA,JANDAÍRA,AVANTE,SUPLENTE,2,0.0,0.0
395,7091,MARIA CRISTINA LOPES DOS SANTOS,CRIS DA SAÚDE,JANDAÍRA,AVANTE,SUPLENTE,1,0.0,0.0
396,7132,GEISA FERNANDES BISPO,GEISA BISPO,EUNÁPOLIS,REPUBLICANOS,SUPLENTE,6,0.0,0.0
397,7135,TALITA GOMES SILVA,TALITA DO ALECRIM,EUNÁPOLIS,REPUBLICANOS,SUPLENTE,7,0.0,0.0
398,7163,CALIPSA NUBIA VIEIRA DE GOES,TIA NUBINHA,EUNÁPOLIS,PP,SUPLENTE,7,0.0,45160.0
399,7206,GABRIEL ALVES DOS SANTOS SOUSA,GABRIEL FERREIRA,REMANSO,PT,SUPLENTE,3,0.0,0.0
