,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA
202,FRANKSNEIDE FERREIRA SANTANA,FRAN COTRAN,CAMAÇARI,CIDADANIA,SUPLENTE,584,0.0,4466.13
203,ROBSON SANTOS SÁ,ROBINHO,ITABUNA,PP,SUPLENTE,583,0.0,872.41
204,LEANDRO REBOUÇAS DO ROSARIO,LEO DE QUARENTINHA,MARAGOGIPE,PSC,ELEITO POR MÉDIA,579,0.0,0.0
205,AVELAR PEREIRA NUNES,AVELAR DO PIPA,CASA NOVA,PSD,SUPLENTE,577,0.0,0.0
206,ALDECI OLIVEIRA QUEIROZ MOREIRA,PROFESSORA ALDECI,BARREIRAS,DEM,SUPLENTE,573,0.0,1273.0
207,ALENCAR ALVES RODRIGUES,DR ALENCAR,TEIXEIRA DE FREITAS,PDT,SUPLENTE,572,0.0,3480.0
208,ISAQUE SOUZA SAMPAIO,PRESBÍTERO ISAQUE SAMPAIO,SERRINHA,DEM,NÃO ELEITO,572,0.0,0.0
209,JOSE ROBERTO JESUS VIEIRA,ZÉ ROBERTO,SÃO SEBASTIÃO DO PASSÉ,PL,ELEITO POR QP,571,0.0,1400.0
210,TIAGO MACIEL NASCIMENTO,TIAGO MARCIEL,PORTO SEGURO,PC do B,SUPLENTE,571,0.0,0.0
211,RENATO MEIDIAN BERNARDO VIEIRA,MEIDIAN DA CHAPADA,RIACHÃO DO JACUÍPE,PTB,ELEITO POR QP,570,0.0,325.0
212,JOSE BOAVENTURA DOS SANTOS,KAIÁ DA SAÚDE,ITABUNA,AVANTE,ELEITO POR MÉDIA,569,0.0,90.9
213,CHARLAN PEREIRA SILVA DA COSTA,CHARLAN COSTA,LUÍS EDUARDO MAGALHÃES,REPUBLICANOS,NÃO ELEITO,568,0.0,95.0
214,JOSE TAVARES DA SILVA,TAVARES DE BETOCA,IBOTIRAMA,PP,ELEITO POR MÉDIA,566,0.0,2868.31
215,JONATHAS GOMES AZEVEDO,DHOW DA DIVISA,MUCURI,PROS,ELEITO POR QP,564,0.0,750.0
216,MARCELO NUNES DE OLIVEIRA,MARCELO NUNES,TREMEDAL,PROS,ELEITO POR QP,563,0.0,1000.0
217,RITA CASSIA SANTOS DE ARAUJO,CÁSSIA ARAÚJO,SALVADOR,PP,NÃO ELEITO,563,0.0,2000.0
218,ERONILDO ALVES DE SOUZA,ERÓ,BARRA,PSDB,SUPLENTE,562,0.0,0.0
219,ELIAS REIS DE SANTANA,LILI,MONTE SANTO,PSC,SUPLENTE,562,0.0,1330.0
220,ERNANDI RAMOS DE MAGALHÃES,NANDO,MUQUÉM DO SÃO FRANCISCO,PSB,ELEITO POR QP,559,0.0,5315.0
221,UELINGTON DA SILVA,KEKO DO BENONE,PAULO AFONSO,AVANTE,ELEITO POR QP,558,0.0,956.36
222,FABIO CARNEIRO SOUZA,FABINHO DE IGARITÉ,BARRA,PSDB,SUPLENTE,558,0.0,0.0
223,ROBSON LUIZ LEMOS DOS SANTOS,ROBSON LUIZ ,ENTRE RIOS,PP,ELEITO POR MÉDIA,557,0.0,500.0
224,AGNALDO CONCEICAO DE JESUS,AGNALDO CONCEIÇÃO,SALVADOR,PSDB,SUPLENTE,557,0.0,632.8299999999999
225,CIRO SILVA DOS SANTOS,CIRO,ARACI,PODE,SUPLENTE,557,0.0,0.0
226,AGNALDO CARNEIRO DE FREITAS,AGNALDO FREITAS,SÃO DOMINGOS,PSD,ELEITO POR QP,556,0.0,6600.0
227,ANTÔNIO PÁDUA FRANÇA GALO,PÁDUA DA FM,ITAJUÍPE,PSD,SUPLENTE,554,0.0,0.0
228,RONALDO SALOMÃO DE CAMPOS,RONALDO SALOMÃO,FEIRA DE SANTANA,PT,SUPLENTE,553,0.0,1200.0
229,JUDSON ALMEIDA DE SOUZA,LIRA DA FARMÁCIA,BOQUIRA,PSD,ELEITO POR QP,553,0.0,1304.0
230,MARIA HELENA SANTOS,HELENA DO TROPICAL,JEQUIÉ,REPUBLICANOS,SUPLENTE,552,0.0,0.0
231,MARCELO DE SOUSA CALADO,MARCELO MANASSÉS,LAURO DE FREITAS,PROS,NÃO ELEITO,552,0.0,0.0
232,FÁBIO VIVAS DA PAIXÃO,FÁBIO VIVAS,SALVADOR,REPUBLICANOS,SUPLENTE,552,0.0,450.0
233,EVERTON MATHEUS SILVA OLIVEIRA,EVERTON OLIVEIRA,CALDEIRÃO GRANDE,DEM,ELEITO POR QP,551,0.0,1900.0
234,LUCIANA PIRES DE OLIVEIRA,LUCIANA DA LOOK GÁS,PRADO,PSD,ELEITO POR MÉDIA,551,0.0,0.0
235,JOSE MARCELO PEREIRA SANTOS,MARCELO DA LOTÉRICA,INHAMBUPE,PROS,SUPLENTE,549,0.0,160.5
236,ROBSON RODRIGUES DE VASCONCELOS,ROBSON DE CÉU,MUQUÉM DO SÃO FRANCISCO,PSB,ELEITO POR QP,548,0.0,5090.02
237,TULIO BARBOSA OLIVEIRA,TULIO DA UPA,IRECÊ,REPUBLICANOS,SUPLENTE,546,0.0,0.0
238,ALESSANDRO ALVES DE PASSOS,SANDRO DO POSTO,QUIJINGUE,PL,SUPLENTE,546,0.0,2000.0
239,CASSIO AURELIO DA CONCEICAO OLIVEIRA,7KISSIO,SALVADOR,PTB,SUPLENTE,546,0.0,0.0
240,LUCIANO REIS OLIVEIRA SANTOS,LUCIANO BENÇÃO,FEIRA DE SANTANA,PL,SUPLENTE,543,0.0,3000.0
241,FABIO ANDRE DUARTE DA ROCHA,FABÃO,SALVADOR,PTC,NÃO ELEITO,542,0.0,413.0
242,LUIZ CLAUDIO ALMEIDA COSTA,KAKÁ,TUCANO,DEM,SUPLENTE,541,0.0,0.0
243,JOSÉ LILAERCIO GALDINO,LILAERCIO,PAULO AFONSO,PSD,SUPLENTE,539,0.0,1340.0
244,JOAO BATISTA PEREIRA,BATISTA,FILADÉLFIA,PSC,ELEITO POR QP,539,0.0,1800.0
245,JDEAN PEREIRA SOUZA,JPS JDEAN DA SERRALHERIA,BARRA,PL,SUPLENTE,539,0.0,850.0
246,GILBERTO SILVA DO NASCIMENTO,BETO RIFAS,SALVADOR,PTB,SUPLENTE,538,0.0,0.0
247,JORGE GOMES DE JESUS,PÉROLA NEGRA,SALVADOR,PSB,SUPLENTE,538,0.0,0.0
248,HELIO PINHEIRO DE ARAUJO,HELIO NAVEGANTES,PORTO SEGURO,REPUBLICANOS,NÃO ELEITO,537,0.0,5000.0
249,GABRIEL LEAL DE MENEZES NEGROMONTE,GABRIEL NEGROMONTE,PAULO AFONSO,PP,SUPLENTE,536,0.0,5000.0
250,MARLEIDE ANTUNES BARRETO,MARLEIDE,SERRINHA,PT,SUPLENTE,535,0.0,0.0
251,JEOVANE ANUNCIAÇÃO DOS SANTOS,JU,ESPLANADA,MDB,SUPLENTE,535,0.0,0.0
252,WARLLES SENA DOS SANTOS,WARLLES DE RUTA,MALHADA,PT,ELEITO POR QP,531,0.0,28.0
253,DENILSON NAZARÉ MELCIA,DENILSON MELCIA,SALVADOR,PC do B,SUPLENTE,530,0.0,500.0
254,JOAO LUIZ RAMOS DE OLIVEIRA,JOTA DE TERMICIO,BURITIRAMA,PP,ELEITO POR QP,530,0.0,250.0
255,ROSENILDES DE BRITO SANTANA,ROSINHA DA SAÚDE,MARAGOGIPE,PODE,SUPLENTE,530,0.0,0.0
256,JAILSON FERREIRA LEITE,JAILSON FERREIRA,JUAZEIRO,PDT,SUPLENTE,529,0.0,2400.0
257,LUIZ CLAUDIO BRAGA DOS SANTOS,CACADO,CASA NOVA,DEM,NÃO ELEITO,528,0.0,0.0
258,VALDENILSON DA SILVA LIMA,LIRO DA FARINHA,FEIRA DE SANTANA,PODE,NÃO ELEITO,528,0.0,0.0
259,LUCIANO FAGUNDES SANTOS,PASTOR LUCIANO,SALVADOR,AVANTE,SUPLENTE,527,0.0,6024.1
260,EDMAR PINTO KRIGSMAM,BRANCO,NOVA VIÇOSA,PTC,SUPLENTE,527,0.0,0.0
261,WESLEY PORTUGAL DA CONCEIÇÃO,WESLEY PORTUGAL,VITÓRIA DA CONQUISTA,AVANTE,SUPLENTE,527,0.0,1170.0
262,ROBERTO CARLOS CASAES RAMOS,CARRINHO DE ALTINO,ANTÔNIO CARDOSO,PODE,ELEITO POR QP,525,0.0,800.0
263,MESAQUE BARBOZA SOARES,DR MESAQUE SOARES,ILHÉUS,PTB,SUPLENTE,524,0.0,0.0
264,TEONIS LINS FREITAS,THÉO,AMÉLIA RODRIGUES,PSD,ELEITO POR MÉDIA,522,0.0,300.0
265,UESLEI LACERDA CAIRES,GALEGO DO SABÃO,EUNÁPOLIS,PDT,SUPLENTE,522,0.0,0.0
266,EDSON BATISTA BARBOSA,PROFESSOR EDSON,FORMOSA DO RIO PRETO,PSD,ELEITO POR QP,522,0.0,400.13000000000005
267,IOLVAN DA SILVA BISPO,PROFESSOR VOCA,OLIVEIRA DOS BREJINHOS,PSD,ELEITO POR MÉDIA,522,0.0,2010.0
268,JORGE ROCHA DA CRUZ,JUCO DO POVO,ITAPARICA,PSB,ELEITO POR QP,521,0.0,0.0
269,JOSE CARLOS FERREIRA DE MORAES,CARLINHOS DA CAÇAMBA,BARRA,PL,SUPLENTE,519,0.0,850.0
270,EDSON REIS DOS SANTOS,DINHO DA FEIRA,CAMAÇARI,PSL,SUPLENTE,519,0.0,4466.13
271,ALBERICO SANTOS CERQUEIRA,ALBERICO,RIBEIRA DO AMPARO,PDT,ELEITO POR QP,518,0.0,8216.310000000001
272,JOÃO ISIDORIO MARTINS DOS SANTOS NETO,JOÃO DO VASCO,BARRA,PP,SUPLENTE,518,0.0,850.0
273,ZANDONAIDE RODRIGUES BULHÕES,PRETO BULHÕES,JUAZEIRO,PSDB,SUPLENTE,517,0.0,200.0
274,CARLITO LUNGUINHO DE SOUSA,CARLITO DA MACAMBIRA,SANTA MARIA DA VITÓRIA,PL,SUPLENTE,515,0.0,10175.0
275,MARIA DE ABREU DUARTE,MARIA DUARTE,SALVADOR,PP,NÃO ELEITO,514,0.0,15000.0
276,EDELVAN DA CRUZ CARVALHO,EDIVAN CARVALHO,SALVADOR,AVANTE,SUPLENTE,513,0.0,8578.36
277,IRENILSON DOS SANTOS,NILSON BALA,SALVADOR,PP,NÃO ELEITO,512,0.0,0.0
278,MYLTON PEREIRA DE CARVALHO,NITIN DO JAVI,MUQUÉM DO SÃO FRANCISCO,PSB,ELEITO POR MÉDIA,511,0.0,6721.07
279,PEDRO FRANCISCO DA COSTA,DA COSTA,BARREIRAS,PSD,SUPLENTE,510,0.0,2780.4
280,CLAUDIO LUIZ ARAUJO RIBEIRO,CLÁUDIO ARAÚJO,EUNÁPOLIS,SOLIDARIEDADE,SUPLENTE,509,0.0,140.0
281,TEOBALDO DE JESJS,DIDA DO ESPORTE,VERA CRUZ,REPUBLICANOS,SUPLENTE,509,0.0,0.0
282,CRISTINA FAGUNDES NOVAES,CRISTINA FAGUNDES,VITÓRIA DA CONQUISTA,PSD,NÃO ELEITO,508,0.0,0.0
283,GIDELSON FERREIRA DE SANTANA,GIDELSON,OLINDINA,PSD,ELEITO POR QP,507,0.0,1380.0
284,DANIEL DE OLIVEIRA FREITAS,DANIEL DE MACARIO,RIACHÃO DO JACUÍPE,PC do B,SUPLENTE,506,0.0,1016.5
285,HERLITON CEZAR NONATO PIAUI,PROF HERLITON DEDÉU,BARRA,PSDB,SUPLENTE,505,0.0,0.0
286,JUCILANDE DE JESUS ROCHA,JUCILANDE DE ITABAÍ,MACARANI,PL,ELEITO POR QP,504,0.0,205.72
287,ECLES RICARDO OLIVEIRA DE SOUZA,RICARDINHO DA CONLAR,ITABUNA,PSL,SUPLENTE,503,0.0,676.18
288,FRANCISCO JOSE CARMO DOS REIS,CHICO REIS,ITABUNA,PL,SUPLENTE,503,0.0,0.0
289,DEOLISANO JOSE DE SOUSA,DEÓ,ITANHÉM,PSD,ELEITO POR QP,503,0.0,1858.0
290,MILANI SOARES PEREIRA,MILANI DA SAÚDE,BARRA,PP,SUPLENTE,501,0.0,1660.0
291,OSVALDO DOS SANTOS,OSVALDO TÓ,ALAGOINHAS,DEM,SUPLENTE,501,0.0,0.0
292,RENATA DE ARAÚJO SOUSA,RENATA DE LEU,ENCRUZILHADA,PDT,ELEITO POR MÉDIA,500,0.0,1680.0
293,SAMUEL OLIVEIRA SATELIS ALVES,SAMUEL DE FAROFA,IRAQUARA,PC do B,ELEITO POR QP,500,0.0,200.0
294,JOELSON DE OLIVEIRA SILVA DANTAS,JOELSON DANTAS,IRARÁ,PSB,ELEITO POR MÉDIA,499,0.0,500.0
295,JAILTON LIMA DA COSTA,ITO DA AMBULÂNCIA,QUEIMADAS,PSD,SUPLENTE,499,0.0,0.0
296,MANOEL PRATES DA SILVA,MANOEL DE NOCA,GUAJERU,PSD,ELEITO POR QP,499,0.0,1775.0
297,HELBER SANTOS COSTA,HELBER DO NÉ,CASA NOVA,PSDB,SUPLENTE,498,0.0,0.0
298,ROBSON RAMOS DE JESUS,ROBSON RAMOS,RODELAS,PP,ELEITO POR QP,497,0.0,3035.0
299,CLEITON OLIVEIRA PIRES SILVA,CLEITON PIRES,MUNDO NOVO,PSB,ELEITO POR QP,497,0.0,500.0
300,RUTILÉIA PINTO PAIXÃO COIMBRA,RUTE DA DENGUE,TEIXEIRA DE FREITAS,PDT,SUPLENTE,495,0.0,365.0
301,OSCARINO DA SILVA VIEIRA,OSCARINO VIEIRA,CRISTÓPOLIS,PSD,ELEITO POR QP,495,0.0,2200.5
302,LENOILDO RIBEIRO DOS SANTOS,CANELINHA,ITACARÉ,PL,ELEITO POR QP,495,0.0,75.95
303,DIOCLESIANO BRITO COSTA,DIO DE TONHO DE BINA,NOVA SOURE,PSD,ELEITO POR MÉDIA,494,0.0,1912.54
304,ANTONIO LISBOA CARNEIRO OLIVEIRA,ANTONIO DE ALEXANDRE,PÉ DE SERRA,DEM,ELEITO POR QP,493,0.0,0.0
305,SILVIO JOSE PALMEIRA DE FREITAS,SILVIO PALMEIRA,SALVADOR,PV,SUPLENTE,493,0.0,3000.0
306,LUCILEIDE DO ESPÍRITO SANTO CRUZ,TIETA,ALCOBAÇA,PC do B,SUPLENTE,492,0.0,100.0
307,RAFAEL AUGUSTO SOARES,RAFAEL FAROFA,CANDEIAS,PV,SUPLENTE,491,0.0,0.0
308,IRAN PEREIRA DA SILVA,IRAN CABELEIREIRO,LUÍS EDUARDO MAGALHÃES,PSDB,SUPLENTE,491,0.0,95.0
309,RONALDO MENDES SILVA,RONALDO MENDES SIRENE,SALVADOR,PDT,SUPLENTE,490,0.0,4075.0
310,JOSE ROBERTO DOS SANTOS,BETO DA ILHA,GLÓRIA,PP,ELEITO POR QP,490,0.0,6350.0
311,GILMAR COSTA DE FIGUEIREDO,GILMAR DO BURACO DAGUA,SERRA PRETA,PP,ELEITO POR QP,490,0.0,0.0
312,RONALDO GOMES LACERDA,RONALDO LACERDA,NOVA VIÇOSA,DEM,ELEITO POR QP,490,0.0,1840.0
313,VALDINEI BAHIANA ALVES,TINHO BAHIANA,SALVADOR,SOLIDARIEDADE,SUPLENTE,490,0.0,0.0
314,JOSÉLIA ROSA RIBEIRO,CÉLIA DE VAN BASTER,ITAJUÍPE,PC do B,ELEITO POR QP,489,0.0,863.0
315,ADRIANA DOS SANTOS SILVA,ADRIANA SILVA,CACHOEIRA,PODE,ELEITO POR QP,489,0.0,100.0
316,CARLOS ANTÔNIO SANTOS DA SILVA,SUCA DO GEORGE,FEIRA DE SANTANA,PSDB,SUPLENTE,488,0.0,0.0
317,DENISIO GOMES NOLASCO PEREIRA,TITAN DA ESCOLINHA,MACARANI,PL,ELEITO POR QP,488,0.0,205.72
318,ANAELSON PINHEIRO DE SANTANA,ANAELSON,OLINDINA,PSD,ELEITO POR QP,488,0.0,1760.0
319,JICLEDIO DA SILVA OLIVEIRA,JICLEDIO,SÃO DOMINGOS,PSD,ELEITO POR QP,487,0.0,4598.8
320,EVAN PEREIRA CARVALHO,EVAN DO PADRÃO,FEIRA DE SANTANA,PSDB,SUPLENTE,487,0.0,0.0
321,MARUSAN FERREIRA DOS ANJOS,MARUSAN DO BETIM,SÃO DESIDÉRIO,PSD,ELEITO POR MÉDIA,487,0.0,666.5
322,MARCIO JOSE ALVES DAMASCENO,MARCIO DAMASCENO,CATU,REPUBLICANOS,NÃO ELEITO,485,0.0,0.0
323,JOSE ARIVALDO FONSECA DA ROCHA,ZÉ ARIVALDO,OLINDINA,PSD,ELEITO POR MÉDIA,485,0.0,1760.0
324,MARIA LUIZA DERRICO NIETO,LUIZA D ERRICO,CAMAÇARI,DEM,SUPLENTE,485,0.0,4466.13
325,JUAREZ SOUZA XAVIER,JOTA PROHUMANO,SALVADOR,PL,SUPLENTE,484,0.0,0.0
326,HERBEM SALES DE LIMA,HERBEM SALES,BOM JESUS DA LAPA,PSC,SUPLENTE,484,0.0,0.0
327,CRISTIANO ALVES DOS SANTOS,CRISTIANO DE LOURO PAI VEI,CACHOEIRA,PSDB,ELEITO POR QP,484,0.0,0.0
328,SANDRO BARRETO DE SOUZA,SANDRO DA LAVRA VELHA,GENTIO DO OURO,PSD,ELEITO POR QP,484,0.0,1000.0
329,JOSE FRANCISCO DA SILVA ABREU,ZÉ DO CICI,MONTE SANTO,PSC,SUPLENTE,482,0.0,1090.0
330,SANDRO FERREIRA SOUZA,PASTOR SANDRO,SALVADOR,PATRIOTA,SUPLENTE,482,0.0,294.11
331,ADEILSON OLIVEIRA SILVA,ADEILSON OLIVEIRA,VALENTE,PSDB,SUPLENTE,481,0.0,0.0
332,PEDRO GOMES GARCIA,PEDRO GOMES,CACHOEIRA,PSB,SUPLENTE,481,0.0,608.33
333,FRANCISCO BARBOZA DO NASCIMENTO,NASCIMENTO BARBOZA,RIACHÃO DAS NEVES,MDB,ELEITO POR QP,480,0.0,94.85
334,PAULO DA COSTA,PAULO RADIOLA,GUARATINGA,PT,ELEITO POR QP,480,0.0,1278.0
335,JAILSON MIRANDA RODRIGUES,JAILSON DA AROREIRA,CONCEIÇÃO DO COITÉ,PSD,SUPLENTE,480,0.0,684.0
336,ADEGILSON DE LIMA,GILSON DO TINQUIM,SERRA PRETA,DEM,SUPLENTE,480,0.0,0.0
337,ISRAEL LOPES DE MATOS,COBRADOR LOCUTOR,SALVADOR,AVANTE,SUPLENTE,479,0.0,8578.36
338,PEDRO ARAÚJO COTIAS,SARGENTO COTIAS,FEIRA DE SANTANA,PL,SUPLENTE,478,0.0,4000.0
339,ABEL GLORIA MOREIRA,ABEL MOREIRA,MASCOTE,REPUBLICANOS,ELEITO POR QP,478,0.0,769.22
340,DAVIDSON CORDEIRO LEÃO,DEDÉ LEÃO,SANTA MARIA DA VITÓRIA,PP,SUPLENTE,477,0.0,1000.0
341,ANGELICA SAPUCAIA DA SILVA,ANGELICA SAPUCAIA,CACHOEIRA,PL,ELEITO POR QP,477,0.0,0.0
342,ADRIANO ALVES DOS SANTOS,DADÁ DE SEU GERSON,BURITIRAMA,PP,ELEITO POR QP,476,0.0,1150.0
343,ALLAN KARDEC ALENCARINO ALENCAR,ALLAN ALENCAR,CAMAÇARI,PSB,SUPLENTE,476,0.0,1850.0
344,JEAN DE JESUS GOMES,JEAN,JITAÚNA,PP,SUPLENTE,476,0.0,257.5
345,ALBERTO VALENTIM VILELA TORRES,GALEGO VALENTIM,SALVADOR,DEM,SUPLENTE,476,0.0,0.0
346,JANILTON ALVES DE SOUZA,NILTON ALVES,MACARANI,PL,ELEITO POR QP,475,0.0,205.72
347,MARCO ANTONIO DOS SANTOS SILVA,MARQUINHOS DIAS,BARREIRAS,PSD,SUPLENTE,474,0.0,955.4
348,ANDRÉ SENA DE ALMEIDA,ANDRÉ DE AMANDA,GOVERNADOR MANGABEIRA,PT,ELEITO POR QP,474,0.0,0.0
349,GILMAR NASCIMENTO DA PAIXÃO,GILMAZÃO,ANGICAL,PP,ELEITO POR QP,474,0.0,2260.8999999999996
350,EPIFANIO SOUZA SANTOS,EPIFANIO,SERRA PRETA,PP,ELEITO POR MÉDIA,472,0.0,0.0
351,JOÃO CARLOS ALMEIDA DO NASCIMENTO,JOÃO DO TURISMO,MATA DE SÃO JOÃO,PSDB,SUPLENTE,471,0.0,0.0
352,CELSO RIBEIRO DOS SANTOS,CELSINHO,BURITIRAMA,DEM,ELEITO POR QP,471,0.0,200.0
353,ADEHUDES RODRIGO BARBOSA CASTILHO,ADÊ CERRADO,LUÍS EDUARDO MAGALHÃES,PSDB,SUPLENTE,470,0.0,95.0
354,CLEBES BATISTA DOS SANTOS,CLEBES AMIGO A TODA HORA,PORTO SEGURO,PMB,SUPLENTE,470,0.0,250.0
355,UILSON DE ANDRADE BASTOS,LICIO MECÂNICO,ANGUERA,PODE,ELEITO POR QP,470,0.0,0.0
356,LANDULFO SOARES SPÍNOLA FILHO,LANDULFO SPÍNOLA,MARACÁS,PSD,SUPLENTE,470,0.0,300.0
357,JOSUE TOMAZ DE SOUZA,ZUÉ DA BATÉRIA,MONTE SANTO,DEM,SUPLENTE,470,0.0,905.0
358,ADENOR BRANDAO DE SAO LEAO,TOI,MACAJUBA,MDB,ELEITO POR QP,469,0.0,1045.0
359,AMÓS BISPO PEREIRA,AMÓS,EUNÁPOLIS,REPUBLICANOS,SUPLENTE,469,0.0,0.0
360,JOSÉ ANTONIO FERREIRA,ZEZITO,CAMPO FORMOSO,PSB,SUPLENTE,469,0.0,0.0
361,JOAO BATISTA DOS SANTOS,JOÃOZINHO,MATA DE SÃO JOÃO,DEM,SUPLENTE,468,0.0,0.0
362,RENATO FERREIRA DOS SANTOS,RENATINHO DO TIAGO,MONTE SANTO,DEM,SUPLENTE,468,0.0,905.0
363,FLÁVIO FERREIRA GOMES,FLÁVIO FERREIRA,SERRINHA,PODE,NÃO ELEITO,468,0.0,400.0
364,ANDRE DA SILVA OLIVEIRA,ANDRE SILVA,SÃO GONÇALO DOS CAMPOS,PP,SUPLENTE,466,0.0,1000.0
365,CLAUDIO DOS ANJOS ALMEIDA,CLAUDIO DO BANCO,SANTA LUZIA,REPUBLICANOS,ELEITO POR QP,466,0.0,236.5
366,MARIA ALICE DE OLIVEIRA CARVALHO,ALICE DA PIMENTA,MASCOTE,PSD,ELEITO POR QP,465,0.0,969.22
367,EPAMINONDAS CARDOSO DA SILVA,NONDAS DA BOCA DO CAMPO,TANQUE NOVO,PP,SUPLENTE,464,0.0,1000.0
368,ROMILDA DE OLIVEIRA SANTOS CARMO,ROMILDA,BOM JESUS DA SERRA,PC do B,ELEITO POR QP,463,0.0,200.0
369,UILSON MENEZES SANTOS,WILSON DO MARACUJÁ,MARACÁS,PSD,SUPLENTE,463,0.0,300.0
370,SILVANEIS DE SOUZA SANTOS,SILVIO DA PICANHA,BARREIRAS,PSL,NÃO ELEITO,463,0.0,1183.0
371,FABIO JOSE ALMEIDA SANTOS,FÁBIO ALMEIDA,ITAJUÍPE,PP,ELEITO POR MÉDIA,463,0.0,755.0
372,JOSE ROBERTO MACHADO SOARES,ZE DA PRAIA,ESPLANADA,PSDB,ELEITO POR MÉDIA,462,0.0,115.91
373,JOSE RAIMUNDO GOMES MUNIZ,ZE RAIMUNDO,CANUDOS,PP,NÃO ELEITO,462,0.0,0.0
374,ANTONIO CARLOS DOS SANTOS GOMES,TOIN DE BERENGA,IBIRATAIA,DEM,ELEITO POR MÉDIA,461,0.0,0.0
375,CLAY SYDNEY CARVALHO DE MOURA,CLAY SYDNEY,SANTA MARIA DA VITÓRIA,PL,SUPLENTE,460,0.0,10465.0
376,ALBERTO MARTINS DE SOUSA FILHO,DR ALBERTO,VALENÇA,PP,SUPLENTE,460,0.0,0.0
377,ANTONIO ALVES FARIAS,ANTONIO FARIAS,ITABUNA,PSB,SUPLENTE,460,0.0,413.8
378,ARIBALDO MARTINS DOS SANTOS,BALDO MARTINS,SÃO GABRIEL,PP,SUPLENTE,459,0.0,0.0
379,DANIEL DOS SANTOS SOARES,DANIEL SOARES,SALVADOR,PTC,NÃO ELEITO,459,0.0,83.0
380,JOÃO SILVA SOUZA,JOÃO DO ROLO,BOQUIRA,PSB,ELEITO POR QP,459,0.0,1304.0
381,LAZARO PALMA DOS SANTOS,IRMÃO LÁZARO,SÃO SEBASTIÃO DO PASSÉ,PL,ELEITO POR MÉDIA,458,0.0,0.0
382,ANSELMO DUARTE AMBROZI DA SILVA,ANSELMO FILHO DE BEGÚ,MADRE DE DEUS,PP,NÃO ELEITO,457,0.0,0.0
383,MARIA QUITÉRIA DO PRADO FERREIRA,QUITÉRIA,AMÉLIA RODRIGUES,PSD,SUPLENTE,456,0.0,300.0
384,WESLEI BRUNO SOUZA SANTOS,WESLEI BRUNO,BARREIRAS,MDB,SUPLENTE,456,0.0,1853.0
385,AILTON DE JESUS DIAS,EUTICO O EMBAIXADOR,SALVADOR,AVANTE,SUPLENTE,456,0.0,8578.36
386,ADRIANO SANTANA TAQUARI,TAQUARI,SIMÕES FILHO,DEM,SUPLENTE,455,0.0,0.0
387,DEJARDE CÉSAR DA SILVA FILHO,DEJARDE CESAR,JUAZEIRO,PDT,SUPLENTE,454,0.0,0.0
388,ELIENE ALVES DOS REIS SANTOS,ELIENE,BARRA DO MENDES,PL,ELEITO POR MÉDIA,454,0.0,2110.0
389,GABRIEL SOUSA LELIS,GABRIEL LELIS,IRECÊ,PROS,NÃO ELEITO,454,0.0,0.0
390,MARIA DA CONCEIÇÃO COELHO CASTELO BRANCO,CONCEIÇÃO CASTELO,REMANSO,PSD,SUPLENTE,453,0.0,300.0
391,DAMIÃO DA SILVA LIMA,DANDÃO,JUAZEIRO,DEM,NÃO ELEITO,453,0.0,88.89
392,EDMILSON MARTINS BARRETO,EDMILSON BARRETO,IRARÁ,REPUBLICANOS,NÃO ELEITO,452,0.0,0.0
393,IVONE BATISTA DE SOUZA,IVONE,MUNDO NOVO,PSB,ELEITO POR QP,452,0.0,500.0
394,EDMILSON BORGES DO NASCIMENTO,EDMILSON BORGES,ITAJUÍPE,PODE,ELEITO POR MÉDIA,452,0.0,0.0
395,ELISA PAIXÃO DO NASCIMENTO,ELISA  DE DOMINGAS,GOVERNADOR MANGABEIRA,PSD,ELEITO POR QP,451,0.0,0.0
396,RENATO LOPES LAGE,RENATO LAGE,NOVA VIÇOSA,PP,SUPLENTE,451,0.0,665.0
397,LEANDRO JOSÉ BASTOS SILVA,LEO PACAPIM,SALINAS DA MARGARIDA,PSD,ELEITO POR QP,450,0.0,200.0
398,ZEZITO FRANCISCO PEREIRA,ZEZITO PEREIRA,OLIVEIRA DOS BREJINHOS,PP,ELEITO POR MÉDIA,450,0.0,6408.0
399,RUMÃO GALDINO SOBRINHO,RUMÃO,CAFARNAUM,PSB,ELEITO POR QP,450,0.0,0.0
400,CHARLES DE CASTRO PEREIRA,CHARLES DA LOTÉRICA,CASA NOVA,PSDB,SUPLENTE,449,0.0,0.0
401,RIVELINO SANTOS LIMA,BOY DO CAPELÃO,LAURO DE FREITAS,AVANTE,SUPLENTE,449,0.0,1650.0
402,JOSE CLAUDIO SOUZA SILVA,CAMARÃO,CATU,PODE,SUPLENTE,449,0.0,610.0
403,WANDERSON DA ROCHA LEITE,DR WANDERSON ADVOGADO,PRADO,PROS,ELEITO POR MÉDIA,448,0.0,128.0
404,ALEXSANDRO CORDEIRO DE FREITAS,ALEX DE SINHÔ,PÉ DE SERRA,DEM,SUPLENTE,447,0.0,0.0
405,FIRMIANO COSTA ARAUJO,FIRMIANO,CAMPO FORMOSO,PT,SUPLENTE,447,0.0,0.0
